0.0042327, 0.75, -0.00105324
0.0106864, 0.749993, -0.0220338
0.0144571, 0.74991, -0.0162544
0.0253382, 0.749733, -0.0188815
0.0410641, 0.749436, -0.00730499
0.0573113, 0.749318, -0.0338763
0.0752175, 0.748711, -0.0550114
0.0805548, 0.748417, -0.0534983
0.0837809, 0.748244, -0.0573789
0.0884717, 0.747975, -0.0671244
0.0967066, 0.747421, -0.0671216
0.11555, 0.746154, -0.0813999
0.118621, 0.745904, -0.0790659
0.126051, 0.745315, -0.0987293
0.131751, 0.74475, -0.0965361
0.140329, 0.74392, -0.0966232
0.140834, 0.743871, -0.0959116
0.150908, 0.742902, -0.11218
0.1614, 0.74172, -0.142223
0.174624, 0.739826, -0.15559
0.188228, 0.737692, -0.157011
0.198578, 0.736054, -0.152356
0.213676, 0.733735, -0.127289
0.216419, 0.733384, -0.120015
0.21783, 0.733214, -0.120971
0.219239, 0.733043, -0.121092
0.236576, 0.730933, -0.176584
0.253149, 0.727976, -0.228079
0.265959, 0.725003, -0.249181
0.267918, 0.724504, -0.243537
0.283196, 0.720708, -0.2409
0.291781, 0.718599, -0.225148
0.297348, 0.717324, -0.208989
0.297866, 0.717214, -0.208043
0.3174, 0.713091, -0.187067
0.319911, 0.712615, -0.184494
0.323346, 0.711974, -0.181663
0.328678, 0.710995, -0.166789
0.337415, 0.709524, -0.171024
0.354438, 0.706584, -0.169749
0.369863, 0.70394, -0.127322
0.389659, 0.701406, -0.110712
0.408541, 0.699307, -0.0733154
0.422166, 0.698306, -0.0655563
0.423243, 0.698235, -0.0638351
0.434248, 0.697532, -0.0420094
0.440565, 0.697266, -0.0213686
0.453634, 0.696987, -0.014349
0.472461, 0.696717, 0.00389675
0.480764, 0.696749, 0.0267657
0.488251, 0.69695, 0.0284532
0.500773, 0.697306, 0.0316856
0.504666, 0.697429, 0.0410377
0.51441, 0.69783, 0.0481854
0.520538, 0.698125, 0.0433229
0.523572, 0.698257, 0.0357016
0.52929, 0.698461, 0.0240032
0.544185, 0.698818, 0.00213825
0.563971, 0.698861, -0.00534337
0.580839, 0.698771, -0.0544092
0.585078, 0.69854, -0.0567689
0.602737, 0.697536, -0.0541409
0.610489, 0.697116, -0.0525945
0.613086, 0.696979, -0.0549719
0.617441, 0.69674, -0.0539382
0.622818, 0.696449, -0.0513087
0.624579, 0.696359, -0.0471011
0.627412, 0.696225, -0.0504556
0.643251, 0.695426, -0.0395586
0.66165, 0.694697, -0.0841978
0.681196, 0.693048, -0.136152
0.68494, 0.692535, -0.140982
0.689341, 0.69191, -0.128961
0.699314, 0.690617, -0.145282
0.706478, 0.689569, -0.151226
0.711516, 0.688801, -0.149236
0.726172, 0.686597, -0.180682
0.728191, 0.686229, -0.185187
0.741502, 0.683735, -0.205344
0.750486, 0.681864, -0.183466
0.765782, 0.679026, -0.164051
0.775408, 0.677432, -0.14298
0.787754, 0.675655, -0.134394
0.790705, 0.675256, -0.135701
0.795838, 0.674555, -0.149557
0.806049, 0.673016, -0.164463
0.808853, 0.672551, -0.161298
0.818855, 0.670923, -0.168604
0.831458, 0.668778, -0.209962
0.842723, 0.666378, -0.248215
0.849621, 0.664629, -0.234651
0.860814, 0.661954, -0.262817
0.879545, 0.656914, -0.244247
0.883932, 0.655821, -0.240703
0.901621, 0.651479, -0.222556
0.912199, 0.649085, -0.211527
0.920274, 0.647351, -0.23657
0.931056, 0.644752, -0.269509
0.943774, 0.641239, -0.254959
0.952547, 0.638952, -0.23161
0.967593, 0.635404, -0.184778
0.970712, 0.634821, -0.176705
0.983999, 0.632448, -0.164753
0.989512, 0.631531, -0.170354
1.00281, 0.629243, -0.14226
1.00905, 0.628349, -0.161349
1.0226, 0.626145, -0.129128
1.02513, 0.625817, -0.127004
1.03641, 0.624376, -0.13589
1.04241, 0.623555, -0.136543
1.04317, 0.623451, -0.135002
1.0465, 0.622999, -0.135859
1.06385, 0.620627, -0.114596
1.07354, 0.619511, -0.112799
1.082, 0.618553, -0.0892186
1.09105, 0.617744, -0.104712
1.10917, 0.61584, -0.0938614
1.11143, 0.615626, -0.0928329
1.11697, 0.615111, -0.0959677
1.13488, 0.613387, -0.0442948
1.13985, 0.613167, -0.0522532
1.15949, 0.61214, 0.00107533
1.1616, 0.612142, -0.0038685
1.17342, 0.612096, 0.00720378
1.1827, 0.612163, 0.0292243
1.18577, 0.612253, 0.029264
1.20055, 0.612685, 0.0151031
1.21962, 0.612973, 0.0266573
1.22051, 0.612997, 0.0263867
1.2235, 0.613076, 0.0259179
1.23116, 0.613275, 0.0301064
1.24453, 0.613677, 0.0151468
1.24885, 0.613743, 0.0219992
1.26644, 0.61413, 0.0214396
1.26996, 0.614205, 0.026949
1.27889, 0.614446, 0.0234077
1.29877, 0.614911, 0.0160729
1.30596, 0.615027, -0.00131704
1.31677, 0.615013, 0.0294767
1.33226, 0.615469, -0.0214326
1.34913, 0.615108, 0.0234526
1.35927, 0.615345, 0.0278853
1.36428, 0.615485, 0.0268577
1.36823, 0.615591, 0.0224614
1.38628, 0.615997, 0.00771368
1.40157, 0.616115, -0.0101293
1.42058, 0.615922, -0.0167493
1.43217, 0.615728, -0.0390692
1.4365, 0.615559, -0.0399919
1.4497, 0.615031, -0.0475065
1.45447, 0.614804, -0.0588073
1.47078, 0.613843, -0.0830473
1.48148, 0.612953, -0.102988
1.48812, 0.612266, -0.120391
1.49064, 0.611962, -0.126352
1.49227, 0.611755, -0.121364
1.493, 0.611665, -0.121014
1.504, 0.610329, -0.133795
1.50499, 0.610195, -0.132408
1.51654, 0.608657, -0.0989535
1.51849, 0.608463, -0.10055
1.52323, 0.607985, -0.11419
1.53875, 0.606205, -0.0857679
1.54304, 0.605836, -0.0715404
1.54857, 0.60544, -0.0591615
1.55636, 0.604979, -0.0584978
