X,Y,Yaw,Timestamp
0.974312,0.634178,-0.176732,1.32
1.00697,0.628648,-0.142301,1.34
1.03974,0.62392,-0.135989,1.36
1.07258,0.619622,-0.114665,1.38
1.10552,0.616223,-0.104693,1.4
1.1385,0.613227,-0.0442367,1.42
1.1716,0.612103,-0.00389169,1.44
1.20471,0.612748,0.0151011,1.46
1.23782,0.613475,0.0300583,1.48
1.27093,0.614231,0.0269811,1.5
1.30404,0.614996,0.0161321,1.52
1.33715,0.615364,-0.0213957,1.54
1.37026,0.615637,0.0224893,1.56
1.40338,0.616097,-0.0101522,1.58
1.43649,0.615559,-0.0390102,1.6
1.46957,0.613914,-0.0588529,1.62
1.50251,0.61051,-0.120863,1.64
1.53539,0.60659,-0.114192,1.66
1.56843,0.604272,-0.0585256,1.68
1.60142,0.601466,-0.109002,1.7
1.63433,0.597715,-0.135397,1.72
1.6674,0.592527,-0.17107,1.74
1.70101,0.586243,-0.209537,1.76
1.73486,0.57929,-0.198989,1.78
1.76846,0.571243,-0.271649,1.8
1.80107,0.560973,-0.33294,1.82
1.83282,0.550347,-0.321468,1.84
1.86396,0.54017,-0.31591,1.86
1.89474,0.531307,-0.309557,1.88
1.92445,0.521376,-0.315318,1.9
1.95369,0.51236,-0.295691,1.92
1.98238,0.504015,-0.265134,1.94
2.01052,0.496388,-0.25193,1.96
2.03877,0.489153,-0.217719,1.98
2.06799,0.482929,-0.19456,2
2.09803,0.4771,-0.207075,2.02
2.1289,0.471955,-0.12319,2.04
2.16072,0.468174,-0.143444,2.06
2.19313,0.463386,-0.146852,2.08
2.22624,0.458445,-0.141204,2.1
2.26021,0.454478,-0.113462,2.12
2.29491,0.450627,-0.124761,2.14
2.33011,0.445076,-0.162434,2.16
2.3656,0.439,-0.174094,2.18
2.40102,0.43259,-0.229311,2.2
2.43599,0.424064,-0.251891,2.22
2.47085,0.415109,-0.223147,2.24
2.50584,0.406675,-0.240158,2.26
2.54108,0.399311,-0.192001,2.28
2.5763,0.39189,-0.177393,2.3
2.61178,0.385831,-0.150636,2.32
2.64745,0.38098,-0.142615,2.34
2.68305,0.375646,-0.150249,2.36
2.71842,0.369032,-0.235868,2.38
2.7535,0.360989,-0.247285,2.4
2.78847,0.352427,-0.261326,2.42
2.82327,0.343216,-0.263978,2.44
2.85805,0.333933,-0.259313,2.46
2.89279,0.3245,-0.275944,2.48
2.92728,0.314184,-0.298641,2.5
2.96156,0.303192,-0.350654,2.52
2.99526,0.290526,-0.343132,2.54
3.02911,0.278293,-0.330943,2.56
3.06325,0.266866,-0.287491,2.58
3.09792,0.257201,-0.257993,2.6
3.1326,0.247552,-0.30819,2.62
3.16646,0.235385,-0.399631,2.64
3.19953,0.22117,-0.416851,2.66
3.23179,0.205223,-0.505283,2.68
3.26347,0.188117,-0.489203,2.7
3.29465,0.170153,-0.565937,2.72
3.32513,0.150996,-0.580978,2.74
3.35489,0.130749,-0.618475,2.76
3.38428,0.109958,-0.576504,2.78
3.41397,0.0896047,-0.611522,2.8
3.44404,0.0698145,-0.572856,2.82
3.4751,0.0516337,-0.510715,2.84
3.50613,0.0333871,-0.507112,2.86
3.53736,0.0154828,-0.5312,2.88
3.56799,-0.00343711,-0.564346,2.9
3.59835,-0.0227713,-0.544902,2.92
3.62915,-0.0414143,-0.561269,2.94
3.6593,-0.061072,-0.602745,2.96
3.68898,-0.0814409,-0.575695,2.98
3.71929,-0.100873,-0.56862,3
3.75015,-0.119391,-0.553995,3.02
3.78071,-0.138424,-0.564014,3.04
3.81089,-0.157679,-0.571977,3.06
3.84035,-0.176756,-0.577821,3.08
3.8696,-0.194816,-0.561116,3.1
3.89836,-0.212308,-0.546488,3.12
3.92644,-0.229526,-0.532054,3.14
3.95413,-0.246006,-0.538168,3.16
3.98105,-0.262355,-0.535541,3.18
4.00787,-0.277458,-0.5278,3.2
4.03377,-0.292713,-0.544408,3.22
4.05868,-0.308207,-0.56247,3.24
4.08378,-0.321961,-0.489377,3.26
4.10841,-0.335078,-0.478409,3.28
4.13287,-0.34691,-0.42558,3.3
4.15705,-0.357665,-0.412258,3.32
4.18072,-0.367775,-0.39788,3.34
4.20349,-0.37814,-0.451601,3.36
4.22513,-0.389177,-0.48602,3.38
4.24593,-0.400293,-0.517888,3.4
4.26588,-0.411443,-0.504234,3.42
4.28516,-0.422331,-0.498173,3.44
4.30418,-0.432172,-0.4709,3.46
4.32255,-0.441717,-0.48262,3.48
4.34054,-0.450406,-0.419294,3.5
4.35821,-0.458061,-0.383681,3.52
4.37524,-0.465383,-0.434464,3.54
4.39141,-0.472865,-0.428016,3.56
4.40697,-0.479957,-0.433977,3.58
4.42189,-0.486729,-0.418217,3.6
4.43606,-0.493401,-0.450071,3.62
4.44954,-0.499822,-0.434584,3.64
4.46232,-0.50607,-0.473664,3.66
4.47433,-0.512228,-0.473664,3.68
4.48571,-0.518059,-0.473743,3.7
4.49651,-0.523408,-0.428052,3.72
4.50684,-0.528094,-0.4245,3.74
4.51652,-0.532468,-0.4245,3.76
4.52567,-0.536251,-0.384996,3.78
4.53417,-0.539698,-0.384996,3.8
4.54191,-0.543129,-0.423118,3.82
4.54896,-0.546307,-0.423118,3.84
4.55533,-0.54927,-0.452938,3.86
4.56099,-0.552028,-0.452938,3.88
4.56601,-0.55447,-0.452938,3.9
4.5704,-0.556562,-0.436811,3.92
4.57415,-0.558314,-0.436811,3.94
4.57725,-0.559761,-0.436811,3.96
4.5797,-0.560904,-0.436811,3.98
4.58149,-0.561742,-0.436811,4
4.58262,-0.562295,-0.454719,4.02
4.58311,-0.562532,-0.454719,4.04
4.58313,-0.562542,-0.454719,4.06
