X,Y,Yaw,Timestamp
2.8074,0.134042,0.228404,2.24
2.84257,0.141715,0.230458,2.26
2.8775,0.150419,0.25714,2.28
2.91179,0.161369,0.328343,2.3
2.94624,0.171791,0.265608,2.32
2.98095,0.181346,0.267937,2.34
3.01561,0.191049,0.273465,2.36
3.05012,0.201312,0.281323,2.38
3.08452,0.211901,0.304386,2.4
3.11912,0.221809,0.311574,2.42
3.15338,0.232849,0.335979,2.44
3.18721,0.245165,0.367529,2.46
3.22089,0.257884,0.349564,2.48
3.25446,0.270861,0.362408,2.5
3.28842,0.282797,0.328984,2.52
3.32214,0.295416,0.372681,2.54
3.35557,0.308757,0.379322,2.56
3.38933,0.321238,0.331975,2.58
3.42354,0.332441,0.305815,2.6
3.45793,0.343101,0.294463,2.62
3.49218,0.354157,0.305437,2.64
3.52663,0.364617,0.299207,2.66
3.56092,0.375571,0.3122,2.68
3.59505,0.387013,0.340211,2.7
3.62938,0.397808,0.298432,2.72
3.66376,0.408464,0.278505,2.74
3.69776,0.42029,0.33924,2.76
3.73177,0.432089,0.321511,2.78
3.76594,0.443406,0.285406,2.8
3.80064,0.452986,0.281689,2.82
3.83477,0.464417,0.31325,2.84
3.86901,0.475522,0.281717,2.86
3.90387,0.484365,0.245774,2.88
3.93802,0.493827,0.307257,2.9
3.97109,0.504423,0.317114,2.92
4.0031,0.51589,0.330364,2.94
4.03441,0.527179,0.351152,2.96
4.06522,0.537711,0.319291,2.98
4.09563,0.547124,0.255691,3
4.12564,0.555378,0.277534,3.02
4.15495,0.563428,0.258014,3.04
4.18351,0.571522,0.302784,3.06
4.21121,0.579995,0.310797,3.08
4.23804,0.588796,0.340283,3.1
4.26385,0.598369,0.36941,3.12
4.28868,0.608454,0.405926,3.14
4.31293,0.618047,0.35797,3.16
4.33655,0.627278,0.381845,3.18
4.3593,0.636744,0.391303,3.2
4.38105,0.646694,0.443719,3.22
4.40203,0.656602,0.434409,3.24
4.42251,0.665883,0.41297,3.26
4.44258,0.674296,0.38451,3.28
4.46187,0.6827,0.416816,3.3
4.48075,0.690198,0.361992,3.32
4.49908,0.697146,0.3623,3.34
4.51698,0.703163,0.321907,3.36
4.53425,0.708817,0.315111,3.38
4.55065,0.714738,0.381157,3.4
4.56616,0.720997,0.380222,3.42
4.58105,0.726854,0.375528,3.44
4.59528,0.732434,0.365829,3.46
4.60886,0.737688,0.379634,3.48
4.62172,0.742819,0.379634,3.5
4.63389,0.747745,0.362114,3.52
4.64548,0.75215,0.364778,3.54
4.6564,0.756318,0.364778,3.56
4.66648,0.76062,0.405523,3.58
4.67588,0.764693,0.411612,3.6
4.6846,0.768523,0.44475,3.62
4.69254,0.772323,0.446475,3.64
4.69984,0.775814,0.446475,3.66
4.7065,0.77894,0.438899,3.68
4.71252,0.781763,0.438899,3.7
4.71789,0.784251,0.429309,3.72
4.72263,0.786418,0.429309,3.74
4.72671,0.788268,0.423407,3.76
4.73014,0.789814,0.423407,3.78
4.73292,0.791065,0.423407,3.8
4.73504,0.79202,0.423407,3.82
4.7365,0.792679,0.423407,3.84
4.73731,0.793043,0.423407,3.86
4.73748,0.793121,0.423407,3.88
