0.0101638, 0.375, 0.0336701
0.0277586, 0.375593, 0.0133558
0.0406816, 0.375765, 0.0261803
0.0578263, 0.376214, 0.0714622
0.069533, 0.377052, 0.0467093
0.084211, 0.377738, 0.0515998
0.0965062, 0.378373, 0.0468242
0.106911, 0.378861, 0.0548681
0.106976, 0.378864, 0.0549085
0.107905, 0.378915, 0.0542085
0.118127, 0.37947, 0.0773538
0.136844, 0.380921, 0.122053
0.145353, 0.381965, 0.0977676
0.160878, 0.383487, 0.0738719
0.162103, 0.383578, 0.0737685
0.176923, 0.384673, 0.0792089
0.186532, 0.385436, 0.0855087
0.203619, 0.386901, 0.0477215
0.209761, 0.387194, 0.0549197
0.210852, 0.387254, 0.0575161
0.227941, 0.388238, 0.0853942
0.237061, 0.389019, 0.0840252
0.241357, 0.38938, 0.0974558
0.243674, 0.389607, 0.0937877
0.255514, 0.390721, 0.0705859
0.267034, 0.391535, 0.0432065
0.26788, 0.391572, 0.0432781
0.267906, 0.391573, 0.0432742
0.27925, 0.392064, 0.0611733
0.293158, 0.392916, 0.0707289
0.298448, 0.393291, 0.0690503
0.302414, 0.393565, 0.0744699
0.30367, 0.393659, 0.0709547
0.321132, 0.3949, 0.0589129
0.336531, 0.395808, 0.100095
0.341799, 0.396337, 0.103668
0.356107, 0.397826, 0.121133
0.358065, 0.398064, 0.126483
0.371969, 0.399832, 0.104048
0.375026, 0.400151, 0.100638
0.382546, 0.400911, 0.110209
0.390534, 0.401795, 0.106833
0.395452, 0.402322, 0.104306
0.413179, 0.404178, 0.136366
0.416833, 0.404679, 0.138074
0.425632, 0.405902, 0.135722
0.426179, 0.405977, 0.136143
0.430076, 0.40651, 0.126318
0.44395, 0.408272, 0.0892016
0.453134, 0.409094, 0.0877806
0.453171, 0.409097, 0.0878262
0.455119, 0.409269, 0.0901851
0.464045, 0.410076, 0.0747481
0.477126, 0.411055, 0.0478549
0.485345, 0.411449, 0.0623521
0.494216, 0.412003, 0.0768247
0.504998, 0.412833, 0.098625
0.509167, 0.413245, 0.105413
0.514128, 0.41377, 0.0933566
0.526137, 0.414895, 0.0891645
0.539853, 0.416121, 0.049613
0.557499, 0.416997, 0.0704139
0.57127, 0.417968, 0.0347308
0.587395, 0.418529, 0.0253029
0.590434, 0.418605, 0.0214324
0.607633, 0.418974, -0.0132274
0.627502, 0.418711, 0.0447752
0.644983, 0.419495, 0.0394162
0.648066, 0.419616, 0.0399149
0.659869, 0.420087, 0.0439898
0.666671, 0.420387, 0.0236658
0.673768, 0.420555, 0.0398071
0.69138, 0.421256, 0.045773
0.704748, 0.421869, 0.0165477
0.718048, 0.422089, -3.54221e-05
0.72934, 0.422088, -0.00884643
0.735728, 0.422032, -0.0105883
0.737123, 0.422017, -0.0151005
0.747684, 0.421858, 0.00854445
0.755667, 0.421926, 0.016282
0.758551, 0.421973, 0.0124611
0.775231, 0.422181, -0.0230955
0.779572, 0.42208, -0.0181653
0.79116, 0.42187, -0.0260784
0.795955, 0.421745, -0.0351947
0.814684, 0.421085, -0.027278
0.818785, 0.420973, -0.0319138
0.828008, 0.420679, -0.0552752
0.845109, 0.419733, -0.0927149
0.849435, 0.419331, -0.0922266
0.857454, 0.418589, -0.0794997
0.8749, 0.417199, -0.0582874
0.87949, 0.416931, -0.0454114
0.894108, 0.416267, -0.0244848
0.910529, 0.415865, -0.0603582
0.919277, 0.415336, -0.0341459
0.927072, 0.41507, -0.0438681
0.929138, 0.414979, -0.0426972
0.948744, 0.414141, -0.023374
0.968309, 0.413684, -0.0539414
0.985343, 0.412764, -0.010468
1.00137, 0.412597, -0.0549247
1.00551, 0.412369, -0.0603348
1.0084, 0.412194, -0.0682119
1.01624, 0.411658, -0.0739909
